INFORME RESULTADO BÚSQUEDA/"6/8/26 14:06"///////////////
CAMPOS BÚSQUEDA/Provincia: Ourense///////////////
Nombre/Empresa/Organismo/Sit. General/Tipo/Frac/Nº Registro/Sustancia principal/Sustancia secundaria/Superf./Uds./Sec./Solicitud/"Otorgamiento/ Autorizacion"/Caducidad/Fin Vigencia/Coordenadas
MARAVILLOSA/PIZARRAS LOS TRES CUÑADOS, S.A.                   /LUGO/Caducado/Permiso de Investigación/00/ 5745/Pizarra//14.0/C/C/"02/08/1988"/"03/04/1990"/"24/10/2011"//(7º 7' 45.27'' W, 42º 28' 15.85'' N)(7º 6' 5.26'' W, 42º 28' 15.86'' N)(7º 6' 5.26'' W, 42º 27' 35.85'' N)(7º 6' 45.26'' W, 42º 27' 35.85'' N)(7º 6' 45.26'' W, 42º 27' 15.85'' N)(7º 7' 25.27'' W, 42º 27' 15.85'' N)(7º 7' 25.26'' W, 42º 26' 55.85'' N)(7º 7' 45.27'' W, 42º 26' 55.85'' N)(7º 7' 45.27'' W, 42º 28' 15.85'' N)
OS FOYOS/INDUSTRIAS DE ROCAS ORNAMENTALES, S.A. (IROSA)    /ORENSE/"Trámite/otorgamiento"/Concesión Directa de Explotación/00/ 4368/Algunos recursos de la sección C), Pizarra//6.0/C/C/"03/02/1983"////(6º 45' 25.21'' W, 42º 18' 55.85'' N)(6º 45' 25.21'' W, 42º 18' 35.85'' N)(6º 45' 45.21'' W, 42º 18' 35.84'' N)(6º 45' 45.21'' W, 42º 18' 15.84'' N)(6º 45' 5.21'' W, 42º 18' 15.84'' N)(6º 45' 5.21'' W, 42º 18' 55.85'' N)(6º 45' 25.21'' W, 42º 18' 55.85'' N)
LA PONDEROSA/CANTERAS FERNÁNDEZ ORENSE S.L.S. COM/ORENSE/Otorgado/Concesión Directa de Explotación/00/ 4369/Pizarra//6.0/C/C/"03/02/1983"/"12/05/2005"///(6º 51' 45.22'' W, 42º 20' 25.84'' N)(6º 51' 25.21'' W, 42º 20' 25.85'' N)(6º 51' 15.82'' W, 42º 20' 27.93'' N)(6º 50' 55.82'' W, 42º 20' 20.36'' N)(6º 51' 3.06'' W, 42º 20' 5.85'' N)(6º 51' 45.22'' W, 42º 20' 5.84'' N)(6º 51' 45.22'' W, 42º 20' 25.84'' N)
VALDACUNCA/PIZARRAS OS VALES, S.A.                           /ORENSE/Otorgado/Concesión Directa de Explotación/00/ 4370/Pizarra//3.0/C/C/"03/02/1983"/"12/04/1988"///(6º 50' 45.21'' W, 42º 24' 15.86'' N)(6º 50' 25.21'' W, 42º 24' 15.86'' N)(6º 50' 25.26'' W, 42º 23' 55.86'' N)(6º 50' 5.22'' W, 42º 23' 55.86'' N)(6º 50' 5.22'' W, 42º 23' 35.86'' N)(6º 50' 45.21'' W, 42º 23' 35.86'' N)(6º 50' 45.22'' W, 42º 24' 15.86'' N)(6º 50' 45.21'' W, 42º 24' 15.86'' N)
VIANZOLA/INDUSTRIAS DE ROCAS ORNAMENTALES, S.A. (IROSA)    /ORENSE/Otorgado/Concesión Directa de Explotación/00/ 4371/Pizarra//99.08/H/C/"05/02/1983"/"09/05/2016"///(6º 46' 25.21'' W, 42º 22' 15.86'' N)(6º 45' 45.20'' W, 42º 22' 15.85'' N)(6º 45' 45.21'' W, 42º 21' 49.96'' N)(6º 46' 5.21'' W, 42º 21' 41.42'' N)(6º 46' 5.21'' W, 42º 21' 35.85'' N)(6º 46' 25.21'' W, 42º 21' 35.85'' N)(6º 46' 25.21'' W, 42º 22' 15.86'' N)
CORTELLO/PIZARRAS O CORTELLO, S.A.                         /ORENSE/"Trámite/otorgamiento"/Concesión Directa de Explotación/00/ 4372/Pizarra, Todos de sección C)//98.63/H/C/"05/02/1983"////(6º 45' 25.21'' W, 42º 21' 55.86'' N)(6º 45' 45.21'' W, 42º 21' 55.86'' N)(6º 45' 45.21'' W, 42º 21' 49.96'' N)(6º 46' 5.21'' W, 42º 21' 41.42'' N)(6º 46' 5.21'' W, 42º 21' 35.85'' N)(6º 46' 5.21'' W, 42º 21' 15.86'' N)(6º 45' 25.21'' W, 42º 21' 15.86'' N)(6º 45' 25.21'' W, 42º 21' 55.86'' N)
AS FORCADAS - VALDACAL//ORENSE/Otorgado/Concesión Directa de Explotación/00/ 4373/Pizarra//64.15/H/C/"05/02/1983"/"17/03/2006"///(6º 52' 25.22'' W, 42º 21' 15.85'' N)(6º 52' 17.10'' W, 42º 21' 15.85'' N)(6º 52' 5.22'' W, 42º 21' 5.44'' N)(6º 51' 59.51'' W, 42º 21' 15.84'' N)(6º 51' 35.21'' W, 42º 21' 15.85'' N)(6º 51' 35.22'' W, 42º 20' 55.85'' N)(6º 52' 25.21'' W, 42º 20' 55.85'' N)(6º 52' 25.22'' W, 42º 21' 15.85'' N)
OS GALLOS/PIZARRAS LOS GALLOS, S.L.                         /ORENSE/Otorgado/Concesión Directa de Explotación/00/ 4374/Pizarra//63.88/H/C/"05/02/1983"/"26/03/2006"///(6º 51' 45.22'' W, 42º 20' 5.85'' N)(6º 51' 3.02'' W, 42º 20' 5.85'' N)(6º 51' 5.82'' W, 42º 20' 0.35'' N)(6º 51' 5.22'' W, 42º 20' 0.35'' N)(6º 51' 5.22'' W, 42º 19' 45.85'' N)(6º 51' 35.22'' W, 42º 19' 45.85'' N)(6º 51' 35.21'' W, 42º 19' 35.85'' N)(6º 51' 45.22'' W, 42º 19' 35.85'' N)(6º 51' 45.22'' W, 42º 20' 5.85'' N)
POZO DO INFERNO/JULIO ÁLVAREZ QUIROGA                             /ORENSE/"Trámite/otorgamiento"/Concesión Directa de Explotación/00/ 4375/Pizarra//2.0/C/C/"05/02/1983"////(6º 56' 25.23'' W, 42º 20' 55.84'' N)(6º 56' 5.23'' W, 42º 20' 55.84'' N)(6º 56' 5.23'' W, 42º 20' 15.83'' N)(6º 56' 25.23'' W, 42º 20' 15.83'' N)(6º 56' 25.23'' W, 42º 20' 55.84'' N)
VAL DE MIGUEL/CANTERAS FERNÁNDEZ ORENSE S.L.S. COM/ORENSE/Otorgado/Concesión Directa de Explotación/00/ 4376/Pizarra//2.0/C/C/"05/02/1983"/"12/05/2005"///(6º 54' 5.23'' W, 42º 21' 35.85'' N)(6º 53' 25.22'' W, 42º 21' 35.85'' N)(6º 53' 25.23'' W, 42º 21' 15.85'' N)(6º 54' 5.23'' W, 42º 21' 15.85'' N)(6º 54' 5.23'' W, 42º 21' 35.85'' N)
