INFORME RESULTADO BÚSQUEDA/"6/8/26 14:06"///////////////
CAMPOS BÚSQUEDA/Provincia: Badajoz///////////////
Nombre/Empresa/Organismo/Sit. General/Tipo/Frac/Nº Registro/Sustancia principal/Sustancia secundaria/Superf./Uds./Sec./Solicitud/"Otorgamiento/ Autorizacion"/Caducidad/Fin Vigencia/Coordenadas
MARIA DEL PILAR/MINERÍA Y MEDIOAMBIENTE, S.L./BADAJOZ/Otorgado/Concesión de Explotación  Derivada/12/12100/Granito//89.55/H/C/"13/06/1995"/"27/09/2001"//"18/10/2031"/(5º 42' 44.82'' W, 38º 38' 15.55'' N)(5º 41' 44.82'' W, 38º 38' 15.55'' N)(5º 41' 44.82'' W, 38º 37' 55.55'' N)(5º 42' 44.82'' W, 38º 37' 55.55'' N)(5º 42' 44.82'' W, 38º 38' 15.55'' N)
ATALAYA/HESPERICA DE OBRAS S.L./BADAJOZ/Otorgado/Permiso de Investigación/00/12427/Todos de sección C)//207.24/H/C/"17/09/1999"/"11/10/2005"//"17/10/2006"/(6º 57' 24.91'' W, 39º 10' 55.56'' N)(6º 58' 24.91'' W, 39º 10' 55.56'' N)(6º 58' 24.91'' W, 39º 11' 15.56'' N)(6º 58' 44.91'' W, 39º 11' 15.56'' N)(6º 58' 44.91'' W, 39º 11' 35.56'' N)(6º 57' 24.91'' W, 39º 11' 35.56'' N)(6º 57' 24.91'' W, 39º 10' 55.56'' N)
EL BERCIAL/GRANITOS GOMEZ CÁCERES E HIJOS S.L./BADAJOZ/"Trámite/otorgamiento"/Concesión Directa de Explotación/00/12679/Granito//179.09/H/C/"20/06/2006"////(5º 25' 24.80'' W, 38º 37' 35.55'' N)(5º 24' 24.80'' W, 38º 37' 35.55'' N)(5º 24' 24.80'' W, 38º 36' 55.55'' N)(5º 25' 24.80'' W, 38º 36' 55.55'' N)(5º 25' 24.80'' W, 38º 37' 35.55'' N)
DON JUAN FRACC. 1ª//BADAJOZ/Caducado/Permiso de Investigación/00/12721/Arcilla roja//1662.94/H/C/"23/10/2007"/"10/04/2010"//"10/04/2013"/(5º 44' 24.83'' W, 38º 59' 55.57'' N)(5º 44' 44.83'' W, 38º 59' 55.57'' N)(5º 44' 44.83'' W, 39º 0' 55.57'' N)(5º 46' 4.83'' W, 39º 0' 55.57'' N)(5º 46' 4.83'' W, 39º 0' 35.57'' N)(5º 45' 24.83'' W, 39º 0' 35.57'' N)(5º 45' 24.83'' W, 39º 0' 15.57'' N)(5º 46' 44.83'' W, 39º 0' 15.57'' N)(5º 46' 44.83'' W, 39º 1' 15.57'' N)(5º 46' 4.83'' W, 39º 1' 15.57'' N)(5º 46' 4.83'' W, 39º 1' 35.58'' N)(5º 45' 24.83'' W, 39º 1' 
HABILLAS//BADAJOZ/Otorgado/Concesión Directa de Explotación/00/12739/Arcilla roja, Todos de sección C)//326.58/H/C/"02/07/2009"/"12/08/2011"//"18/10/2041"/(5º 49' 24.84'' W, 39º 2' 35.58'' N)(5º 48' 4.84'' W, 39º 2' 35.58'' N)(5º 48' 4.84'' W, 39º 1' 55.58'' N)(5º 48' 24.84'' W, 39º 1' 55.58'' N)(5º 48' 24.84'' W, 39º 1' 35.57'' N)(5º 49' 24.84'' W, 39º 1' 35.57'' N)(5º 49' 24.84'' W, 39º 2' 35.58'' N)
BODONAL/ATALAYA OSSA MORENA, S.L./BADAJOZ/Otorgado/Permiso de Investigación/00/12743/Todos de sección C)//5436.74/H/C/"07/10/2009"/"25/09/2014"//"25/09/2047"/(6º 37' 44.86'' W, 38º 11' 55.51'' N)(6º 35' 24.86'' W, 38º 11' 55.51'' N)(6º 35' 24.86'' W, 38º 11' 35.51'' N)(6º 34' 4.86'' W, 38º 11' 35.51'' N)(6º 34' 4.86'' W, 38º 9' 55.51'' N)(6º 32' 4.86'' W, 38º 9' 55.51'' N)(6º 32' 4.86'' W, 38º 8' 55.51'' N)(6º 31' 24.86'' W, 38º 8' 55.51'' N)(6º 31' 24.85'' W, 38º 7' 35.51'' N)(6º 30' 24.85'' W, 38º 7' 35.51'' N)(6º 30' 24.85'' W, 38º 6' 55.51'' N)(6º 33' 4.86'' W, 38º 6' 
AFRA/EXPLORACIONES MINERAS DEL CANTABRICO, S.L./BADAJOZ/Caducado/Permiso de Investigación/00/12769/Oro//600.21/H/C/"27/09/2010"/"15/06/2012"//"15/06/2015"/(7º 15' 4.94'' W, 39º 13' 55.55'' N)(7º 12' 44.93'' W, 39º 13' 55.55'' N)(7º 12' 44.93'' W, 39º 13' 15.55'' N)(7º 12' 4.93'' W, 39º 13' 15.55'' N)(7º 12' 4.93'' W, 39º 12' 55.55'' N)(7º 12' 44.93'' W, 39º 12' 55.55'' N)(7º 12' 44.93'' W, 39º 12' 35.55'' N)(7º 13' 4.93'' W, 39º 12' 35.55'' N)(7º 13' 4.93'' W, 39º 13' 35.55'' N)(7º 14' 4.94'' W, 39º 13' 35.55'' N)(7º 14' 4.93'' W, 39º 12' 35.55'' N)(7º 13' 4.93'' 
