INFORME RESULTADO BÚSQUEDA/"6/8/26 14:06"///////////////
CAMPOS BÚSQUEDA/Provincia: Cáceres///////////////
Nombre/Empresa/Organismo/Sit. General/Tipo/Frac/Nº Registro/Sustancia principal/Sustancia secundaria/Superf./Uds./Sec./Solicitud/"Otorgamiento/ Autorizacion"/Caducidad/Fin Vigencia/Coordenadas
CERRO PELADO/FRANCISCO MOLANO COBO/CACERES/Caducado/Permiso de Investigación/00/10095/Todos de sección C)//266.57/H/C/"19/02/2001"/"09/12/2008"//"20/12/2011"/(6º 13' 24.86'' W, 39º 11' 55.58'' N)(6º 13' 24.86'' W, 39º 12' 15.58'' N)(6º 13' 4.86'' W, 39º 12' 15.58'' N)(6º 13' 4.86'' W, 39º 12' 35.58'' N)(6º 12' 4.86'' W, 39º 12' 35.58'' N)(6º 12' 4.86'' W, 39º 11' 35.58'' N)(6º 12' 44.86'' W, 39º 11' 35.58'' N)(6º 12' 44.86'' W, 39º 11' 55.58'' N)(6º 13' 24.86'' W, 39º 11' 55.58'' N)
EL HERRADERO/CANTERA FRADE, S.L./CACERES/Caducado/Permiso de Investigación/00/10098/Todos de sección C)//587.29/H/C/"15/05/2001"/"25/08/2008"//"02/09/2011"/(5º 40' 4.86'' W, 39º 48' 55.64'' N)(5º 39' 4.86'' W, 39º 48' 55.64'' N)(5º 39' 4.86'' W, 39º 48' 35.64'' N)(5º 38' 44.86'' W, 39º 48' 35.64'' N)(5º 38' 44.86'' W, 39º 48' 15.64'' N)(5º 38' 24.86'' W, 39º 48' 15.64'' N)(5º 38' 24.86'' W, 39º 46' 55.64'' N)(5º 39' 24.86'' W, 39º 46' 55.64'' N)(5º 39' 24.86'' W, 39º 47' 55.64'' N)(5º 39' 44.86'' W, 39º 47' 55.64'' N)(5º 39' 44.86'' W, 39º 48' 15.64'' N)(5º 40' 4.86'' 
DOÑA JUANA/CANTERAS EXTREMEÑAS, S.L./CACERES/Caducado/Permiso de Investigación/00/10115/Todos de sección C)//1563.18/H/C/"10/01/2002"/"22/10/2008"//"23/10/2011"/(5º 52' 24.86'' W, 39º 28' 55.61'' N)(5º 54' 24.86'' W, 39º 28' 55.61'' N)(5º 54' 24.87'' W, 39º 31' 55.61'' N)(5º 52' 24.87'' W, 39º 31' 55.62'' N)(5º 52' 24.86'' W, 39º 30' 35.61'' N)(5º 52' 44.86'' W, 39º 30' 35.61'' N)(5º 52' 44.86'' W, 39º 30' 15.61'' N)(5º 52' 24.86'' W, 39º 30' 15.61'' N)(5º 52' 24.86'' W, 39º 28' 55.61'' N)
CAÑALMERIDO/MARMOLES J. RUBIO MORALES, S.L./CACERES/Caducado/Permiso de Investigación/00/10116/Granito//381.46/H/C/"06/02/2002"/"15/01/2009"//"28/01/2012"/(5º 20' 24.84'' W, 39º 49' 15.65'' N)(5º 22' 4.85'' W, 39º 49' 15.65'' N)(5º 22' 4.85'' W, 39º 49' 55.65'' N)(5º 21' 24.85'' W, 39º 49' 55.65'' N)(5º 21' 24.85'' W, 39º 50' 15.65'' N)(5º 20' 24.85'' W, 39º 50' 15.65'' N)(5º 20' 24.84'' W, 39º 49' 15.65'' N)
LAS MORISCAS/CANTERA GRAN DORADO, S.L./CACERES/Otorgado/Concesión de Explotación  Derivada/10/10117/Granito//352.38/H/C/"27/03/2006"/"19/06/2008"//"16/08/2038"/(6º 50' 44.93'' W, 39º 46' 35.60'' N)(6º 49' 24.93'' W, 39º 46' 35.60'' N)(6º 49' 24.93'' W, 39º 45' 35.60'' N)(6º 50' 44.93'' W, 39º 45' 35.60'' N)(6º 50' 44.93'' W, 39º 46' 35.60'' N)
MESA/VICANPAS, S.L./CACERES/Caducado/Permiso de Investigación/00/10120/Granito//467.95/H/C/"03/04/2002"/"26/02/2009"//"27/02/2012"/(5º 49' 24.89'' W, 40º 6' 35.67'' N)(5º 48' 44.89'' W, 40º 6' 35.67'' N)(5º 48' 44.89'' W, 40º 5' 35.67'' N)(5º 48' 4.89'' W, 40º 5' 35.67'' N)(5º 48' 4.89'' W, 40º 4' 15.67'' N)(5º 49' 4.89'' W, 40º 4' 15.67'' N)(5º 49' 4.89'' W, 40º 6' 15.67'' N)(5º 49' 24.89'' W, 40º 6' 15.67'' N)(5º 49' 24.89'' W, 40º 6' 35.67'' N)
POZALEJOS/GRANITOS MORALOS, S.L./CACERES/Otorgado/Concesión de Explotación  Derivada/10/10125/Granito//117.43/H/C/"21/01/2008"/"08/06/2009"//"01/07/2039"/(5º 34' 44.85'' W, 39º 48' 35.64'' N)(5º 34' 4.85'' W, 39º 48' 35.64'' N)(5º 34' 4.85'' W, 39º 48' 55.64'' N)(5º 33' 44.85'' W, 39º 48' 55.64'' N)(5º 33' 44.85'' W, 39º 48' 15.64'' N)(5º 34' 44.85'' W, 39º 48' 15.64'' N)(5º 34' 44.85'' W, 39º 48' 35.64'' N)
VALDECAÑAS I/COSENTINO, S.A./CACERES/Otorgado/Permiso de Investigación/00/10134/Todos de sección C)//352.48/H/C/"03/10/2002"/"26/06/2006"//"06/09/2013"/(5º 31' 24.85'' W, 39º 45' 55.64'' N)(5º 31' 24.85'' W, 39º 45' 35.64'' N)(5º 32' 24.85'' W, 39º 45' 35.64'' N)(5º 32' 24.85'' W, 39º 46' 15.64'' N)(5º 31' 44.85'' W, 39º 46' 15.64'' N)(5º 31' 44.85'' W, 39º 46' 35.64'' N)(5º 31' 4.85'' W, 39º 46' 35.64'' N)(5º 31' 4.85'' W, 39º 46' 15.64'' N)(5º 30' 4.85'' W, 39º 46' 15.64'' N)(5º 30' 4.85'' W, 39º 45' 55.64'' N)(5º 31' 24.85'' W, 39º 45' 55.64'' N)
VALDECAÑAS/COSENTINO, S.A./CACERES/"Trámite/otorgamiento"/Concesión de Explotación  Derivada/20/10134/Todos de sección C)//352.48/H/C/"15/04/2013"////(5º 31' 24.85'' W, 39º 45' 55.64'' N)(5º 31' 24.85'' W, 39º 45' 35.64'' N)(5º 32' 24.85'' W, 39º 45' 35.64'' N)(5º 32' 24.85'' W, 39º 46' 15.64'' N)(5º 31' 44.85'' W, 39º 46' 15.64'' N)(5º 31' 44.85'' W, 39º 46' 35.64'' N)(5º 31' 4.85'' W, 39º 46' 35.64'' N)(5º 31' 4.85'' W, 39º 46' 15.64'' N)(5º 30' 4.85'' W, 39º 46' 15.64'' N)(5º 30' 4.85'' W, 39º 45' 55.64'' N)(5º 31' 24.85'' W, 39º 45' 55.64'' N)
QUINTANA/INLEMAR COMPAÑÍA DE GRANITOS, S.A./CACERES/Otorgado/Permiso de Investigación/00/10155/Todos de sección C)//2655.09/H/C/"04/07/2003"/"17/05/2005"//"18/05/2008"/(7º 17' 24.96'' W, 39º 26' 55.57'' N)(7º 13' 4.95'' W, 39º 26' 55.57'' N)(7º 13' 4.95'' W, 39º 24' 55.57'' N)(7º 14' 4.95'' W, 39º 24' 55.57'' N)(7º 14' 4.95'' W, 39º 25' 35.57'' N)(7º 14' 24.95'' W, 39º 25' 35.57'' N)(7º 14' 24.95'' W, 39º 26' 15.57'' N)(7º 16' 4.95'' W, 39º 26' 15.57'' N)(7º 16' 4.95'' W, 39º 25' 55.57'' N)(7º 15' 44.95'' W, 39º 25' 55.57'' N)(7º 15' 44.95'' W, 39º 24' 55.57'' N)(7º 14' 24.95'' W, 
QUINTANA/INLEMAR COMPAÑÍA DE GRANITOS, S.A./CACERES/Otorgado/Concesión de Explotación  Derivada/10/10155/Corneana//294.96/H/C/"10/05/2007"/"03/02/2010"//"28/09/2040"/(7º 16' 24.95'' W, 39º 25' 35.57'' N)(7º 16' 24.95'' W, 39º 25' 55.57'' N)(7º 16' 44.96'' W, 39º 25' 55.57'' N)(7º 16' 44.96'' W, 39º 26' 35.57'' N)(7º 14' 44.95'' W, 39º 26' 35.57'' N)(7º 14' 44.95'' W, 39º 26' 15.57'' N)(7º 16' 4.95'' W, 39º 26' 15.57'' N)(7º 16' 4.95'' W, 39º 25' 55.57'' N)(7º 15' 44.95'' W, 39º 25' 55.57'' N)(7º 15' 44.95'' W, 39º 25' 35.57'' N)(7º 16' 24.95'' W, 39º 25' 35.57'' N)
LA COLONIA/INLEMAR COMPAÑÍA DE GRANITOS, S.A./CACERES/"Trámite/otorgamiento"/Concesión de Explotación  Derivada/40/10155/Granito//176.94/H/C/"23/03/2009"////(7º 17' 24.96'' W, 39º 26' 35.57'' N)(7º 17' 24.96'' W, 39º 26' 55.57'' N)(7º 15' 24.95'' W, 39º 26' 55.57'' N)(7º 15' 24.95'' W, 39º 26' 35.57'' N)(7º 17' 24.96'' W, 39º 26' 35.57'' N)
VALDELAYEGUA/GEVORA CONSTRUCCIONES, S.A./CACERES/Caducado/Permiso de Investigación/00/10178/Todos de sección C)//708.43/H/C/"30/11/2005"/"25/11/2009"//"26/11/2012"/(6º 45' 24.91'' W, 39º 24' 55.58'' N)(6º 41' 24.90'' W, 39º 24' 55.59'' N)(6º 41' 24.90'' W, 39º 24' 15.58'' N)(6º 45' 24.91'' W, 39º 24' 15.58'' N)(6º 45' 24.91'' W, 39º 24' 55.58'' N)
AVARIENTOS/ARIDOS MONTEHERMOSO, S.L./CACERES/"Trámite/otorgamiento"/Concesión Directa de Explotación/00/10187/Arena//146.36/H/C/"30/03/2006"////(6º 19' 24.92'' W, 40º 1' 35.65'' N)(6º 18' 44.92'' W, 40º 1' 35.65'' N)(6º 18' 44.92'' W, 40º 0' 55.65'' N)(6º 19' 44.92'' W, 40º 0' 55.65'' N)(6º 19' 44.92'' W, 40º 1' 15.65'' N)(6º 19' 24.92'' W, 40º 1' 15.65'' N)(6º 19' 24.92'' W, 40º 1' 35.65'' N)
